Codigo Departamento,Nombre Departamento,Codigo Municipio,Nombre Municipio,Key
05,ANTIOQUIA,001,MEDELLIN,co-an
05,ANTIOQUIA,002,ABEJORRAL,co-an
05,ANTIOQUIA,004,ABRIAQUI,co-an
05,ANTIOQUIA,021,ALEJANDRIA,co-an
05,ANTIOQUIA,030,AMAGA,co-an
05,ANTIOQUIA,031,AMALFI,co-an
05,ANTIOQUIA,034,ANDES,co-an
05,ANTIOQUIA,036,ANGELOPOLIS,co-an
05,ANTIOQUIA,038,ANGOSTURA,co-an
05,ANTIOQUIA,040,ANORI,co-an
05,ANTIOQUIA,042,SANTAFE DE ANTIOQUIA,co-an
05,ANTIOQUIA,044,ANZA,co-an
05,ANTIOQUIA,045,APARTADO,co-an
05,ANTIOQUIA,051,ARBOLETES,co-an
05,ANTIOQUIA,055,ARGELIA,co-an
05,ANTIOQUIA,059,ARMENIA,co-an
05,ANTIOQUIA,079,BARBOSA,co-an
05,ANTIOQUIA,086,BELMIRA,co-an
05,ANTIOQUIA,088,BELLO,co-an
05,ANTIOQUIA,091,BETANIA,co-an
05,ANTIOQUIA,093,BETULIA,co-an
05,ANTIOQUIA,101,CIUDAD BOLIVAR,co-an
05,ANTIOQUIA,107,BRICEÑO,co-an
05,ANTIOQUIA,113,BURITICA,co-an
05,ANTIOQUIA,120,CACERES,co-an
05,ANTIOQUIA,125,CAICEDO,co-an
05,ANTIOQUIA,129,CALDAS,co-an
05,ANTIOQUIA,134,CAMPAMENTO,co-an
05,ANTIOQUIA,138,CAÑASGORDAS,co-an
05,ANTIOQUIA,142,CARACOLI,co-an
05,ANTIOQUIA,145,CARAMANTA,co-an
05,ANTIOQUIA,147,CAREPA,co-an
05,ANTIOQUIA,148,EL CARMEN DE VIBORAL,co-an
05,ANTIOQUIA,150,CAROLINA,co-an
05,ANTIOQUIA,154,CAUCASIA,co-an
05,ANTIOQUIA,172,CHIGORODO,co-an
05,ANTIOQUIA,190,CISNEROS,co-an
05,ANTIOQUIA,197,COCORNA,co-an
05,ANTIOQUIA,206,CONCEPCION,co-an
05,ANTIOQUIA,209,CONCORDIA,co-an
05,ANTIOQUIA,212,COPACABANA,co-an
05,ANTIOQUIA,234,DABEIBA,co-an
05,ANTIOQUIA,237,DON MATIAS,co-an
05,ANTIOQUIA,240,EBEJICO,co-an
05,ANTIOQUIA,250,EL BAGRE,co-an
05,ANTIOQUIA,264,ENTRERRIOS,co-an
05,ANTIOQUIA,266,ENVIGADO,co-an
05,ANTIOQUIA,282,FREDONIA,co-an
05,ANTIOQUIA,284,FRONTINO,co-an
05,ANTIOQUIA,306,GIRALDO,co-an
05,ANTIOQUIA,308,GIRARDOTA,co-an
05,ANTIOQUIA,310,GOMEZ PLATA,co-an
05,ANTIOQUIA,313,GRANADA,co-an
05,ANTIOQUIA,315,GUADALUPE,co-an
05,ANTIOQUIA,318,GUARNE,co-an
05,ANTIOQUIA,321,GUATAPE,co-an
05,ANTIOQUIA,347,HELICONIA,co-an
05,ANTIOQUIA,353,HISPANIA,co-an
05,ANTIOQUIA,360,ITAGÜI,co-an
05,ANTIOQUIA,360,ITAGUI,co-an
05,ANTIOQUIA,361,ITUANGO,co-an
05,ANTIOQUIA,364,JARDIN,co-an
05,ANTIOQUIA,368,JERICO,co-an
05,ANTIOQUIA,376,LA CEJA,co-an
05,ANTIOQUIA,380,LA ESTRELLA,co-an
05,ANTIOQUIA,390,LA PINTADA,co-an
05,ANTIOQUIA,400,LA UNION,co-an
05,ANTIOQUIA,411,LIBORINA,co-an
05,ANTIOQUIA,425,MACEO,co-an
05,ANTIOQUIA,440,MARINILLA,co-an
05,ANTIOQUIA,467,MONTEBELLO,co-an
05,ANTIOQUIA,475,MURINDO,co-an
05,ANTIOQUIA,480,MUTATA,co-an
05,ANTIOQUIA,483,NARIÑO,co-an
05,ANTIOQUIA,490,NECOCLI,co-an
05,ANTIOQUIA,495,NECHI,co-an
05,ANTIOQUIA,501,OLAYA,co-an
05,ANTIOQUIA,541,PEÐOL,co-an
05,ANTIOQUIA,543,PEQUE,co-an
05,ANTIOQUIA,576,PUEBLORRICO,co-an
05,ANTIOQUIA,579,PUERTO BERRIO,co-an
05,ANTIOQUIA,585,PUERTO NARE,co-an
05,ANTIOQUIA,591,PUERTO TRIUNFO,co-an
05,ANTIOQUIA,604,REMEDIOS,co-an
05,ANTIOQUIA,607,RETIRO,co-an
05,ANTIOQUIA,615,RIONEGRO,co-an
05,ANTIOQUIA,628,SABANALARGA,co-an
05,ANTIOQUIA,631,SABANETA,co-an
05,ANTIOQUIA,642,SALGAR,co-an
05,ANTIOQUIA,647,SAN ANDRES ISLAS,co-an
05,ANTIOQUIA,649,SAN CARLOS,co-an
05,ANTIOQUIA,652,SAN FRANCISCO,co-an
05,ANTIOQUIA,656,SAN JERONIMO,co-an
05,ANTIOQUIA,658,SAN JOSE DE LA MONTAÑA,co-an
05,ANTIOQUIA,659,SAN JUAN DE URABA,co-an
05,ANTIOQUIA,660,SAN LUIS,co-an
05,ANTIOQUIA,664,SAN PEDRO,co-an
05,ANTIOQUIA,665,SAN PEDRO DE URABA,co-an
05,ANTIOQUIA,667,SAN RAFAEL,co-an
05,ANTIOQUIA,670,SAN ROQUE,co-an
05,ANTIOQUIA,674,SAN VICENTE,co-an
05,ANTIOQUIA,679,SANTA BARBARA,co-an
05,ANTIOQUIA,686,SANTA ROSA DE OSOS,co-an
05,ANTIOQUIA,690,SANTO DOMINGO,co-an
05,ANTIOQUIA,697,EL SANTUARIO,co-an
05,ANTIOQUIA,736,SEGOVIA,co-an
05,ANTIOQUIA,756,SONSON,co-an
05,ANTIOQUIA,761,SOPETRAN,co-an
05,ANTIOQUIA,789,TAMESIS,co-an
05,ANTIOQUIA,790,TARAZA,co-an
05,ANTIOQUIA,792,TARSO,co-an
05,ANTIOQUIA,809,TITIRIBI,co-an
05,ANTIOQUIA,819,TOLEDO,co-an
05,ANTIOQUIA,837,TURBO,co-an
05,ANTIOQUIA,842,URAMITA,co-an
05,ANTIOQUIA,847,URRAO,co-an
05,ANTIOQUIA,854,VALDIVIA,co-an
05,ANTIOQUIA,856,VALPARAISO,co-an
05,ANTIOQUIA,858,VEGACHI,co-an
05,ANTIOQUIA,861,VENECIA,co-an
05,ANTIOQUIA,873,VIGIA DEL FUERTE,co-an
05,ANTIOQUIA,885,YALI,co-an
05,ANTIOQUIA,887,YARUMAL,co-an
05,ANTIOQUIA,890,YOLOMBO,co-an
05,ANTIOQUIA,893,YONDO,co-an
05,ANTIOQUIA,895,ZARAGOZA,co-an
08,ATLANTICO,001,BARRANQUILLA,co-at
08,ATLANTICO,078,BARANOA,co-at
08,ATLANTICO,137,CAMPO DE LA CRUZ,co-at
08,ATLANTICO,141,CANDELARIA,co-at
08,ATLANTICO,296,GALAPA,co-at
08,ATLANTICO,372,JUAN DE ACOSTA,co-at
08,ATLANTICO,421,LURUACO,co-at
08,ATLANTICO,433,MALAMBO,co-at
08,ATLANTICO,436,MANATI,co-at
08,ATLANTICO,520,PALMAR DE VARELA,co-at
08,ATLANTICO,549,PIOJO,co-at
08,ATLANTICO,558,POLONUEVO,co-at
08,ATLANTICO,560,PONEDERA,co-at
08,ATLANTICO,573,PUERTO COLOMBIA,co-at
08,ATLANTICO,606,REPELON,co-at
08,ATLANTICO,634,SABANAGRANDE,co-at
08,ATLANTICO,638,SABANALARGA,co-at
08,ATLANTICO,675,SANTA LUCIA,co-at
08,ATLANTICO,685,SANTO TOMAS,co-at
08,ATLANTICO,758,SOLEDAD,co-at
08,ATLANTICO,770,SUAN,co-at
08,ATLANTICO,832,TUBARA,co-at
08,ATLANTICO,849,USIACURI,co-at
11,BOGOTA,001,BOGOTA,co-1136
13,BOLIVAR,001,CARTAGENA,co-bl
13,BOLIVAR,006,ACHI,co-bl
13,BOLIVAR,030,ALTOS DEL ROSARIO,co-bl
13,BOLIVAR,042,ARENAL,co-bl
13,BOLIVAR,052,ARJONA,co-bl
13,BOLIVAR,062,ARROYOHONDO,co-bl
13,BOLIVAR,074,BARRANCO DE LOBA,co-bl
13,BOLIVAR,140,CALAMAR,co-bl
13,BOLIVAR,160,CANTAGALLO,co-bl
13,BOLIVAR,188,CICUCO,co-bl
13,BOLIVAR,212,CORDOBA,co-bl
13,BOLIVAR,222,CLEMENCIA,co-bl
13,BOLIVAR,244,EL CARMEN DE BOLIVAR,co-bl
13,BOLIVAR,248,EL GUAMO,co-bl
13,BOLIVAR,268,EL PEÑON,co-bl
13,BOLIVAR,300,HATILLO DE LOBA,co-bl
13,BOLIVAR,430,MAGANGUE,co-bl
13,BOLIVAR,433,MAHATES,co-bl
13,BOLIVAR,440,MARGARITA,co-bl
13,BOLIVAR,442,MARIA LA BAJA,co-bl
13,BOLIVAR,458,MONTECRISTO,co-bl
13,BOLIVAR,468,MOMPOS,co-bl
13,BOLIVAR,490,NOROSI,co-bl
13,BOLIVAR,473,MORALES,co-bl
13,BOLIVAR,549,PINILLOS,co-bl
13,BOLIVAR,580,REGIDOR,co-bl
13,BOLIVAR,600,RIO VIEJO,co-bl
13,BOLIVAR,620,SAN CRISTOBAL,co-bl
13,BOLIVAR,647,SAN ESTANISLAO,co-bl
13,BOLIVAR,650,SAN FERNANDO,co-bl
13,BOLIVAR,654,SAN JACINTO,co-bl
13,BOLIVAR,655,SAN JACINTO DEL CAUCA,co-bl
13,BOLIVAR,657,SAN JUAN NEPOMUCENO,co-bl
13,BOLIVAR,667,SAN MARTIN DE LOBA,co-bl
13,BOLIVAR,670,SAN PABLO,co-bl
13,BOLIVAR,673,SANTA CATALINA,co-bl
13,BOLIVAR,683,SANTA ROSA,co-bl
13,BOLIVAR,688,SANTA ROSA DEL SUR,co-bl
13,BOLIVAR,744,SIMITI,co-bl
13,BOLIVAR,760,SOPLAVIENTO,co-bl
13,BOLIVAR,780,TALAIGUA NUEVO,co-bl
13,BOLIVAR,810,TIQUISIO,co-bl
13,BOLIVAR,836,TURBACO,co-bl
13,BOLIVAR,838,TURBANA,co-bl
13,BOLIVAR,873,VILLANUEVA,co-bl
13,BOLIVAR,894,ZAMBRANO,co-bl
15,BOYACA,001,TUNJA,co-by
15,BOYACA,022,ALMEIDA,co-by
15,BOYACA,047,AQUITANIA,co-by
15,BOYACA,051,ARCABUCO,co-by
15,BOYACA,087,BELEN,co-by
15,BOYACA,090,BERBEO,co-by
15,BOYACA,092,BETEITIVA,co-by
15,BOYACA,097,BOAVITA,co-by
15,BOYACA,104,BOYACA,co-by
15,BOYACA,106,BRICEÑO,co-by
15,BOYACA,109,BUENAVISTA,co-by
15,BOYACA,114,BUSBANZA,co-by
15,BOYACA,131,CALDAS,co-by
15,BOYACA,135,CAMPOHERMOSO,co-by
15,BOYACA,162,CERINZA,co-by
15,BOYACA,172,CHINAVITA,co-by
15,BOYACA,176,CHIQUINQUIRA,co-by
15,BOYACA,180,CHISCAS,co-by
15,BOYACA,183,CHITA,co-by
15,BOYACA,185,CHITARAQUE,co-by
15,BOYACA,187,CHIVATA,co-by
15,BOYACA,189,CIENEGA,co-by
15,BOYACA,204,COMBITA,co-by
15,BOYACA,212,COPER,co-by
15,BOYACA,215,CORRALES,co-by
15,BOYACA,218,COVARACHIA,co-by
15,BOYACA,223,CUBARA,co-by
15,BOYACA,224,CUCAITA,co-by
15,BOYACA,226,CUITIVA,co-by
15,BOYACA,232,CHIQUIZA,co-by
15,BOYACA,236,CHIVOR,co-by
15,BOYACA,238,DUITAMA,co-by
15,BOYACA,244,EL COCUY,co-by
15,BOYACA,248,EL ESPINO,co-by
15,BOYACA,272,FIRAVITOBA,co-by
15,BOYACA,276,FLORESTA,co-by
15,BOYACA,293,GACHANTIVA,co-by
15,BOYACA,296,GAMEZA,co-by
15,BOYACA,299,GARAGOA,co-by
15,BOYACA,317,GUACAMAYAS,co-by
15,BOYACA,322,GUATEQUE,co-by
15,BOYACA,325,GUAYATA,co-by
15,BOYACA,332,GsICAN,co-by
15,BOYACA,362,IZA,co-by
15,BOYACA,367,JENESANO,co-by
15,BOYACA,368,JERICO,co-by
15,BOYACA,377,LABRANZAGRANDE,co-by
15,BOYACA,380,LA CAPILLA,co-by
15,BOYACA,401,LA VICTORIA,co-by
15,BOYACA,403,LA UVITA,co-by
15,BOYACA,407,VILLA DE LEYVA,co-by
15,BOYACA,425,MACANAL,co-by
15,BOYACA,442,MARIPI,co-by
15,BOYACA,455,MIRAFLORES,co-by
15,BOYACA,464,MONGUA,co-by
15,BOYACA,466,MONGUI,co-by
15,BOYACA,469,MONIQUIRA,co-by
15,BOYACA,476,MOTAVITA,co-by
15,BOYACA,480,MUZO,co-by
15,BOYACA,491,NOBSA,co-by
15,BOYACA,494,NUEVO COLON,co-by
15,BOYACA,500,OICATA,co-by
15,BOYACA,507,OTANCHE,co-by
15,BOYACA,511,PACHAVITA,co-by
15,BOYACA,514,PAEZ,co-by
15,BOYACA,516,PAIPA,co-by
15,BOYACA,518,PAJARITO,co-by
15,BOYACA,522,PANQUEBA,co-by
15,BOYACA,531,PAUNA,co-by
15,BOYACA,533,PAYA,co-by
15,BOYACA,537,PAZ DE RIO,co-by
15,BOYACA,542,PESCA,co-by
15,BOYACA,550,PISBA,co-by
15,BOYACA,572,PUERTO BOYACA,co-by
15,BOYACA,580,QUIPAMA,co-by
15,BOYACA,599,RAMIRIQUI,co-by
15,BOYACA,600,RAQUIRA,co-by
15,BOYACA,621,RONDON,co-by
15,BOYACA,632,SABOYA,co-by
15,BOYACA,638,SACHICA,co-by
15,BOYACA,646,SAMACA,co-by
15,BOYACA,660,SAN EDUARDO,co-by
15,BOYACA,664,SAN JOSE DE PARE,co-by
15,BOYACA,667,SAN LUIS DE GACENO,co-by
15,BOYACA,673,SAN MATEO,co-by
15,BOYACA,676,SAN MIGUEL DE SEMA,co-by
15,BOYACA,681,SAN PABLO DE BORBUR,co-by
15,BOYACA,686,SANTANA,co-by
15,BOYACA,690,SANTA MARIA,co-by
15,BOYACA,693,SANTA ROSA DE VITERBO,co-by
15,BOYACA,696,SANTA SOFIA,co-by
15,BOYACA,720,SATIVANORTE,co-by
15,BOYACA,723,SATIVASUR,co-by
15,BOYACA,740,SIACHOQUE,co-by
15,BOYACA,753,SOATA,co-by
15,BOYACA,755,SOCOTA,co-by
15,BOYACA,757,SOCHA,co-by
15,BOYACA,759,SOGAMOSO,co-by
15,BOYACA,761,SOMONDOCO,co-by
15,BOYACA,762,SORA,co-by
15,BOYACA,763,SOTAQUIRA,co-by
15,BOYACA,764,SORACA,co-by
15,BOYACA,774,SUSACON,co-by
15,BOYACA,776,SUTAMARCHAN,co-by
15,BOYACA,778,SUTATENZA,co-by
15,BOYACA,790,TASCO,co-by
15,BOYACA,798,TENZA,co-by
15,BOYACA,804,TIBANA,co-by
15,BOYACA,806,TIBASOSA,co-by
15,BOYACA,808,TINJACA,co-by
15,BOYACA,810,TIPACOQUE,co-by
15,BOYACA,814,TOCA,co-by
15,BOYACA,816,TOGsI,co-by
15,BOYACA,820,TOPAGA,co-by
15,BOYACA,822,TOTA,co-by
15,BOYACA,832,TUNUNGUA,co-by
15,BOYACA,835,TURMEQUE,co-by
15,BOYACA,837,TUTA,co-by
15,BOYACA,839,TUTAZA,co-by
15,BOYACA,842,UMBITA,co-by
15,BOYACA,861,VENTAQUEMADA,co-by
15,BOYACA,879,VIRACACHA,co-by
15,BOYACA,897,ZETAQUIRA,co-by
17,CALDAS,001,MANIZALES,co-cl
17,CALDAS,013,AGUADAS,co-cl
17,CALDAS,042,ANSERMA,co-cl
17,CALDAS,050,ARANZAZU,co-cl
17,CALDAS,088,BELALCAZAR,co-cl
17,CALDAS,174,CHINCHINA,co-cl
17,CALDAS,272,FILADELFIA,co-cl
17,CALDAS,380,LA DORADA,co-cl
17,CALDAS,388,LA MERCED,co-cl
17,CALDAS,433,MANZANARES,co-cl
17,CALDAS,442,MARMATO,co-cl
17,CALDAS,444,MARQUETALIA,co-cl
17,CALDAS,446,MARULANDA,co-cl
17,CALDAS,486,NEIRA,co-cl
17,CALDAS,495,NORCASIA,co-cl
17,CALDAS,513,PACORA,co-cl
17,CALDAS,524,PALESTINA,co-cl
17,CALDAS,541,PENSILVANIA,co-cl
17,CALDAS,614,RIOSUCIO,co-cl
17,CALDAS,616,RISARALDA,co-cl
17,CALDAS,653,SALAMINA,co-cl
17,CALDAS,662,SAMANA,co-cl
17,CALDAS,665,SAN JOSE,co-cl
17,CALDAS,777,SUPIA,co-cl
17,CALDAS,867,VICTORIA,co-cl
17,CALDAS,873,VILLAMARIA,co-cl
17,CALDAS,877,VITERBO,co-cl
18,CAQUETA,001,FLORENCIA,co-cq
18,CAQUETA,029,ALBANIA,co-cq
18,CAQUETA,094,BELEN DE LOS ANDAQUIES,co-cq
18,CAQUETA,150,CARTAGENA DEL CHAIRA,co-cq
18,CAQUETA,205,CURILLO,co-cq
18,CAQUETA,247,EL DONCELLO,co-cq
18,CAQUETA,256,EL PAUJIL,co-cq
18,CAQUETA,410,LA MONTAÑITA,co-cq
18,CAQUETA,460,MILAN,co-cq
18,CAQUETA,479,MORELIA,co-cq
18,CAQUETA,592,PUERTO RICO,co-cq
18,CAQUETA,610,SAN JOSE DEL FRAGUA,co-cq
18,CAQUETA,753,SAN VICENTE DEL CAGUAN,co-cq
18,CAQUETA,756,SOLANO,co-cq
18,CAQUETA,785,SOLITA,co-cq
18,CAQUETA,860,VALPARAISO,co-cq
19,CAUCA,001,POPAYAN,co-ca
19,CAUCA,022,ALMAGUER,co-ca
19,CAUCA,050,ARGELIA,co-ca
19,CAUCA,075,BALBOA,co-ca
19,CAUCA,100,BOLIVAR,co-ca
19,CAUCA,110,BUENOS AIRES,co-ca
19,CAUCA,130,CAJIBIO,co-ca
19,CAUCA,137,CALDONO,co-ca
19,CAUCA,142,CALOTO,co-ca
19,CAUCA,212,CORINTO,co-ca
19,CAUCA,256,EL TAMBO,co-ca
19,CAUCA,290,FLORENCIA,co-ca
19,CAUCA,300,"GUACHENE",co-ca
19,CAUCA,318,GUAPI,co-ca
19,CAUCA,355,INZA,co-ca
19,CAUCA,364,JAMBALO,co-ca
19,CAUCA,392,LA SIERRA,co-ca
19,CAUCA,397,LA VEGA,co-ca
19,CAUCA,418,LOPEZ,co-ca
19,CAUCA,450,MERCADERES,co-ca
19,CAUCA,455,MIRANDA,co-ca
19,CAUCA,473,MORALES,co-ca
19,CAUCA,513,PADILLA,co-ca
19,CAUCA,517,PAEZ,co-ca
19,CAUCA,532,PATIA,co-ca
19,CAUCA,533,PIAMONTE,co-ca
19,CAUCA,548,PIENDAMO,co-ca
19,CAUCA,573,PUERTO TEJADA,co-ca
19,CAUCA,585,PURACE,co-ca
19,CAUCA,622,ROSAS,co-ca
19,CAUCA,693,SAN SEBASTIAN,co-ca
19,CAUCA,698,SANTANDER DE QUILICHAO,co-ca
19,CAUCA,701,SANTA ROSA,co-ca
19,CAUCA,743,SILVIA,co-ca
19,CAUCA,760,SOTARA,co-ca
19,CAUCA,780,SUAREZ,co-ca
19,CAUCA,785,SUCRE,co-ca
19,CAUCA,807,TIMBIO,co-ca
19,CAUCA,809,TIMBIQUI,co-ca
19,CAUCA,821,TORIBIO,co-ca
19,CAUCA,824,TOTORO,co-ca
19,CAUCA,845,VILLA RICA,co-ca
20,CESAR,001,VALLEDUPAR,co-ce
20,CESAR,011,AGUACHICA,co-ce
20,CESAR,013,AGUSTIN CODAZZI,co-ce
20,CESAR,032,ASTREA,co-ce
20,CESAR,045,BECERRIL,co-ce
20,CESAR,060,BOSCONIA,co-ce
20,CESAR,175,CHIMICHAGUA,co-ce
20,CESAR,178,CHIRIGUANA,co-ce
20,CESAR,228,CURUMANI,co-ce
20,CESAR,238,EL COPEY,co-ce
20,CESAR,250,EL PASO,co-ce
20,CESAR,295,GAMARRA,co-ce
20,CESAR,310,GONZALEZ,co-ce
20,CESAR,383,LA GLORIA,co-ce
20,CESAR,400,LA JAGUA DE IBIRICO,co-ce
20,CESAR,443,MANAURE,co-ce
20,CESAR,517,PAILITAS,co-ce
20,CESAR,550,PELAYA,co-ce
20,CESAR,570,PUEBLO BELLO,co-ce
20,CESAR,614,RIO DE ORO,co-ce
20,CESAR,621,LA PAZ,co-ce
20,CESAR,710,SAN ALBERTO,co-ce
20,CESAR,750,SAN DIEGO,co-ce
20,CESAR,770,SAN MARTIN,co-ce
20,CESAR,787,TAMALAMEQUE,co-ce
23,CORDOBA,001,MONTERIA,co-co
23,CORDOBA,068,AYAPEL,co-co
23,CORDOBA,079,BUENAVISTA,co-co
23,CORDOBA,090,CANALETE,co-co
23,CORDOBA,162,CERETE,co-co
23,CORDOBA,168,CHIMA,co-co
23,CORDOBA,182,CHINU,co-co
23,CORDOBA,189,CIENAGA DE ORO,co-co
23,CORDOBA,300,COTORRA,co-co
23,CORDOBA,350,LA APARTADA,co-co
23,CORDOBA,417,LORICA,co-co
23,CORDOBA,419,LOS CORDOBAS,co-co
23,CORDOBA,464,MOMIL,co-co
23,CORDOBA,466,MONTELIBANO,co-co
23,CORDOBA,500,MOÑITOS,co-co
23,CORDOBA,555,PLANETA RICA,co-co
23,CORDOBA,570,PUEBLO NUEVO,co-co
23,CORDOBA,574,PUERTO ESCONDIDO,co-co
23,CORDOBA,580,PUERTO LIBERTADOR,co-co
23,CORDOBA,586,PURISIMA,co-co
23,CORDOBA,660,SAHAGUN,co-co
23,CORDOBA,670,SAN ANDRES SOTAVENTO,co-co
23,CORDOBA,672,SAN ANTERO,co-co
23,CORDOBA,675,SAN BERNARDO DEL VIENTO,co-co
23,CORDOBA,678,SAN CARLOS,co-co
23,CORDOBA,686,SAN PELAYO,co-co
23,CORDOBA,807,TIERRALTA,co-co
23,CORDOBA,855,VALENCIA,co-co
25,CUNDINAMARCA,001,AGUA DE DIOS,co-cu
25,CUNDINAMARCA,019,ALBAN,co-cu
25,CUNDINAMARCA,035,ANAPOIMA,co-cu
25,CUNDINAMARCA,040,ANOLAIMA,co-cu
25,CUNDINAMARCA,053,ARBELAEZ,co-cu
25,CUNDINAMARCA,086,BELTRAN,co-cu
25,CUNDINAMARCA,095,BITUIMA,co-cu
25,CUNDINAMARCA,099,BOJACA,co-cu
25,CUNDINAMARCA,120,CABRERA,co-cu
25,CUNDINAMARCA,123,CACHIPAY,co-cu
25,CUNDINAMARCA,126,CAJICA,co-cu
25,CUNDINAMARCA,148,CAPARRAPI,co-cu
25,CUNDINAMARCA,151,CAQUEZA,co-cu
25,CUNDINAMARCA,154,CARMEN DE CARUPA,co-cu
25,CUNDINAMARCA,168,CHAGUANI,co-cu
25,CUNDINAMARCA,175,CHIA,co-cu
25,CUNDINAMARCA,178,CHIPAQUE,co-cu
25,CUNDINAMARCA,181,CHOACHI,co-cu
25,CUNDINAMARCA,183,CHOCONTA,co-cu
25,CUNDINAMARCA,200,COGUA,co-cu
25,CUNDINAMARCA,214,COTA,co-cu
